sample	peak_id	peak_rt_min	peak_rt_apex	peak_rt_max	peak_area	feature_id	feature_rt	feature_mz	feature_area	comparison_score
						1475	12.5488	353.03255	83150	
						2710	22.0851	437.34244	582300	
